"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Unauthorized user can not get a user info","194","test_get_user_info_without_auth_header","tests","Fri Jul 11 17:51:16 GMT 2025","passed","Fri Jul 11 17:51:16 GMT 2025","TestUser","test_user","",""
"Unable to create note if any of the required fields are empty","107","test_create_note_with_empty_required_field[category-Category must be one of the categories: Home, Work, Personal]","tests","Fri Jul 11 17:51:11 GMT 2025","passed","Fri Jul 11 17:51:11 GMT 2025","TestNotes","test_notes","",""
"Can send the link to reset the password","188","test_send_password_reset_link","tests","Fri Jul 11 17:51:18 GMT 2025","passed","Fri Jul 11 17:51:18 GMT 2025","TestUser","test_user","",""
"Can edit note for authed user","221","test_update_note","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestNotes","test_notes","",""
"Can not login with wrong email or password","140","test_login_with_wrong_credentials[email]","tests","Fri Jul 11 17:51:15 GMT 2025","passed","Fri Jul 11 17:51:15 GMT 2025","TestUser","test_user","",""
"Unable to create user if any of the required fields are empty","92","test_create_user_with_empty_required_field[email-A valid email address is required]","tests","Fri Jul 11 17:51:15 GMT 2025","passed","Fri Jul 11 17:51:15 GMT 2025","TestUser","test_user","",""
"Check for 500 internal server error for ""get user profile"" request","2","test_user_profile_returns_500","tests","Fri Jul 11 17:51:18 GMT 2025","passed","Fri Jul 11 17:51:18 GMT 2025","TestUser","test_user","",""
"Check for 500 internal server error for ""create user"" request","2","test_create_user_returns_500","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Can delete note by its ID for authed user","631","test_delete_note_by_id","tests","Fri Jul 11 17:51:12 GMT 2025","passed","Fri Jul 11 17:51:13 GMT 2025","TestNotes","test_notes","",""
"Can update user info for authed user","203","test_update_user","tests","Fri Jul 11 17:51:18 GMT 2025","passed","Fri Jul 11 17:51:18 GMT 2025","TestUser","test_user","",""
"Can not create user with password that is less than 6 symbols and greater than 30 symbols","147","test_create_user_with_too_short_or_long_password[12345]","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Can logout user","412","test_logout_user","tests","Fri Jul 11 17:51:16 GMT 2025","passed","Fri Jul 11 17:51:17 GMT 2025","TestUser","test_user","",""
"Unable to create a note as unauthorized user","379","test_create_note_without_auth_header","tests","Fri Jul 11 17:51:08 GMT 2025","passed","Fri Jul 11 17:51:09 GMT 2025","TestNotes","test_notes","",""
"Unable to update user without filling required field","122","test_update_with_empty_required_field","tests","Fri Jul 11 17:51:18 GMT 2025","passed","Fri Jul 11 17:51:18 GMT 2025","TestUser","test_user","",""
"Can change the password","877","test_change_password","tests","Fri Jul 11 17:51:19 GMT 2025","passed","Fri Jul 11 17:51:19 GMT 2025","TestUser","test_user","",""
"Can register a new user","321","test_create_new_user","tests","Fri Jul 11 17:51:13 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Can login with valid credentials","359","test_auth_user","tests","Fri Jul 11 17:51:15 GMT 2025","passed","Fri Jul 11 17:51:15 GMT 2025","TestUser","test_user","",""
"Unable to create user if any of the required fields are empty","71","test_create_user_with_empty_required_field[name-User name must be between 4 and 30 characters]","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","108","test_create_note_with_too_short_or_long_title[short_title]","tests","Fri Jul 11 17:51:11 GMT 2025","passed","Fri Jul 11 17:51:11 GMT 2025","TestNotes","test_notes","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","144","test_create_note_with_too_short_or_long_title[long_title]","tests","Fri Jul 11 17:51:09 GMT 2025","passed","Fri Jul 11 17:51:10 GMT 2025","TestNotes","test_notes","",""
"Unable to create note if any of the required fields are empty","103","test_create_note_with_empty_required_field[title-Title must be between 4 and 100 characters]","tests","Fri Jul 11 17:51:11 GMT 2025","passed","Fri Jul 11 17:51:11 GMT 2025","TestNotes","test_notes","",""
"Unable to create user if any of the required fields are empty","70","test_create_user_with_empty_required_field[password-Password must be between 6 and 30 characters]","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Unable to create a note by non-existent note id","160","test_update_note_by_non_existent_id","tests","Fri Jul 11 17:51:12 GMT 2025","passed","Fri Jul 11 17:51:12 GMT 2025","TestNotes","test_notes","",""
"Unable to create user with name that is less than 4 symbols or greater than 30 symbols","70","test_create_user_with_too_short_or_long_name[qwe]","tests","Fri Jul 11 17:51:14 GMT 2025","passed","Fri Jul 11 17:51:14 GMT 2025","TestUser","test_user","",""
"Can not login with empty required fields","204","test_login_with_empty_credentials[password-Password must be between 6 and 30 characters]","tests","Fri Jul 11 17:51:15 GMT 2025","passed","Fri Jul 11 17:51:15 GMT 2025","TestUser","test_user","",""
"Unable to update note if any of the required fields are empty","106","test_edit_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Fri Jul 11 17:51:12 GMT 2025","passed","Fri Jul 11 17:51:12 GMT 2025","TestNotes","test_notes","",""
"Unable to create note if any of the required fields are empty","147","test_create_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Fri Jul 11 17:51:09 GMT 2025","passed","Fri Jul 11 17:51:10 GMT 2025","TestNotes","test_notes","",""
"Can create a new note","221","test_create_new_note","tests","Fri Jul 11 17:51:09 GMT 2025","passed","Fri Jul 11 17:51:10 GMT 2025","TestNotes","test_notes","",""
"Can not login with wrong email or password","241","test_login_with_wrong_credentials[password]","tests","Fri Jul 11 17:51:16 GMT 2025","passed","Fri Jul 11 17:51:16 GMT 2025","TestUser","test_user","",""
"Check for 500 internal server error for ""create note"" request","2","test_create_note_returns_500","tests","Fri Jul 11 17:51:09 GMT 2025","passed","Fri Jul 11 17:51:09 GMT 2025","TestNotes","test_notes","",""
