"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Can not login with empty required fields","2319","test_login_with_empty_credentials[email-A valid email address is required]","tests","Wed Jul 09 15:27:31 GMT 2025","passed","Wed Jul 09 15:27:33 GMT 2025","TestUser","test_user","",""
"Can change the password","18963","test_change_password","tests","Wed Jul 09 15:31:14 GMT 2025","passed","Wed Jul 09 15:31:33 GMT 2025","TestUser","test_user","",""
"Can send the link to reset the password","4001","test_send_password_reset_link","tests","Wed Jul 09 15:30:55 GMT 2025","passed","Wed Jul 09 15:30:59 GMT 2025","TestUser","test_user","",""
"Can get the note by note ID for authed user","5999","test_get_note_by_id","tests","Wed Jul 09 15:25:03 GMT 2025","passed","Wed Jul 09 15:25:09 GMT 2025","TestNotes","test_notes","",""
"Check for 500 internal server error for ""create user"" request","2","test_create_user_returns_500","tests","Wed Jul 09 15:26:25 GMT 2025","passed","Wed Jul 09 15:26:25 GMT 2025","TestUser","test_user","",""
"Can edit note for authed user","6081","test_update_note","tests","Wed Jul 09 15:26:03 GMT 2025","passed","Wed Jul 09 15:26:09 GMT 2025","TestNotes","test_notes","",""
"Can not create user with password that is less than 6 symbols and greater than 30 symbols","1363","test_create_user_with_too_short_or_long_password[12345]","tests","Wed Jul 09 15:26:22 GMT 2025","passed","Wed Jul 09 15:26:23 GMT 2025","TestUser","test_user","",""
"Can create a new note","6878","test_create_new_note","tests","Wed Jul 09 15:23:53 GMT 2025","passed","Wed Jul 09 15:23:59 GMT 2025","TestNotes","test_notes","",""
"Unauthorized user can not get a user info","960","test_get_user_info_without_auth_header","tests","Wed Jul 09 15:29:23 GMT 2025","passed","Wed Jul 09 15:29:24 GMT 2025","TestUser","test_user","",""
"Check for 500 internal server error for ""get user profile"" request","1","test_user_profile_returns_500","tests","Wed Jul 09 15:29:38 GMT 2025","passed","Wed Jul 09 15:29:38 GMT 2025","TestUser","test_user","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","5922","test_create_note_with_too_short_or_long_title[short_title]","tests","Wed Jul 09 15:23:52 GMT 2025","passed","Wed Jul 09 15:23:58 GMT 2025","TestNotes","test_notes","",""
"Can delete authed user","12168","test_delete_user","tests","Wed Jul 09 15:30:47 GMT 2025","passed","Wed Jul 09 15:30:59 GMT 2025","TestUser","test_user","",""
"Unable to update note if any of the required fields are empty","3521","test_edit_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Wed Jul 09 15:27:51 GMT 2025","passed","Wed Jul 09 15:27:55 GMT 2025","TestNotes","test_notes","",""
"Can register a new user","7199","test_create_new_user","tests","Wed Jul 09 15:25:58 GMT 2025","passed","Wed Jul 09 15:26:05 GMT 2025","TestUser","test_user","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","2564","test_create_note_with_too_short_or_long_title[long_title]","tests","Wed Jul 09 15:25:46 GMT 2025","passed","Wed Jul 09 15:25:48 GMT 2025","TestNotes","test_notes","",""
"Unable to create user with name that is less than 4 symbols or greater than 30 symbols","1120","test_create_user_with_too_short_or_long_name[qwertyuiopasdfghjklzxcvbnmqwerv]","tests","Wed Jul 09 15:26:20 GMT 2025","passed","Wed Jul 09 15:26:22 GMT 2025","TestUser","test_user","",""
"Unable to create note if any of the required fields are empty","3517","test_create_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Wed Jul 09 15:25:03 GMT 2025","passed","Wed Jul 09 15:25:07 GMT 2025","TestNotes","test_notes","",""
"Unable to create a note by non-existent note id","5120","test_update_note_by_non_existent_id","tests","Wed Jul 09 15:26:27 GMT 2025","passed","Wed Jul 09 15:26:32 GMT 2025","TestNotes","test_notes","",""
"Can not login with wrong email or password","4005","test_login_with_wrong_credentials[password]","tests","Wed Jul 09 15:28:48 GMT 2025","passed","Wed Jul 09 15:28:52 GMT 2025","TestUser","test_user","",""
"Unable to create user if any of the required fields are empty","3276","test_create_user_with_empty_required_field[password-Password must be between 6 and 30 characters]","tests","Wed Jul 09 15:26:16 GMT 2025","passed","Wed Jul 09 15:26:19 GMT 2025","TestUser","test_user","",""
"Can get user info for authed user","4320","test_get_user_info","tests","Wed Jul 09 15:29:37 GMT 2025","passed","Wed Jul 09 15:29:41 GMT 2025","TestUser","test_user","",""
"Unable to create note if any of the required fields are empty","4557","test_create_note_with_empty_required_field[title-Title must be between 4 and 100 characters]","tests","Wed Jul 09 15:24:30 GMT 2025","passed","Wed Jul 09 15:24:35 GMT 2025","TestNotes","test_notes","",""
"Can update user info for authed user","7356","test_update_user","tests","Wed Jul 09 15:30:12 GMT 2025","passed","Wed Jul 09 15:30:19 GMT 2025","TestUser","test_user","",""
"Can not login with wrong email or password","3115","test_login_with_wrong_credentials[email]","tests","Wed Jul 09 15:28:23 GMT 2025","passed","Wed Jul 09 15:28:26 GMT 2025","TestUser","test_user","",""
"Unable to create user if any of the required fields are empty","1360","test_create_user_with_empty_required_field[name-User name must be between 4 and 30 characters]","tests","Wed Jul 09 15:26:13 GMT 2025","passed","Wed Jul 09 15:26:14 GMT 2025","TestUser","test_user","",""
"Can logout user","8881","test_logout_user","tests","Wed Jul 09 15:29:14 GMT 2025","passed","Wed Jul 09 15:29:23 GMT 2025","TestUser","test_user","",""
"Unable to update note if any of the required fields are empty","7277","test_edit_note_with_empty_required_field[title-Title must be between 4 and 100 characters]","tests","Wed Jul 09 15:27:14 GMT 2025","passed","Wed Jul 09 15:27:22 GMT 2025","TestNotes","test_notes","",""
"Unable to update user without filling required field","7441","test_update_with_empty_required_field","tests","Wed Jul 09 15:30:05 GMT 2025","passed","Wed Jul 09 15:30:13 GMT 2025","TestUser","test_user","",""
"Unable to create user if any of the required fields are empty","1353","test_create_user_with_empty_required_field[email-A valid email address is required]","tests","Wed Jul 09 15:26:14 GMT 2025","passed","Wed Jul 09 15:26:16 GMT 2025","TestUser","test_user","",""
