"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Can not create user with password that is less than 6 symbols and greater than 30 symbols","108","test_create_user_with_too_short_or_long_password[12345]","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestUser","test_user","",""
"Can get the note by note ID for authed user","146","test_get_note_by_id","tests","Fri Jul 11 17:56:30 GMT 2025","passed","Fri Jul 11 17:56:31 GMT 2025","TestNotes","test_notes","",""
"Can not register a user with existing email","352","test_create_same_user_twice","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestUser","test_user","",""
"Can login with valid credentials","324","test_auth_user","tests","Fri Jul 11 17:56:34 GMT 2025","passed","Fri Jul 11 17:56:34 GMT 2025","TestUser","test_user","",""
"Unable to create a note as unauthorized user","330","test_create_note_without_auth_header","tests","Fri Jul 11 17:56:28 GMT 2025","passed","Fri Jul 11 17:56:28 GMT 2025","TestNotes","test_notes","",""
"Unable to create user with name that is less than 4 symbols or greater than 30 symbols","42","test_create_user_with_too_short_or_long_name[qwe]","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestUser","test_user","",""
"Unable to create note if any of the required fields are empty","84","test_create_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Fri Jul 11 17:56:29 GMT 2025","passed","Fri Jul 11 17:56:29 GMT 2025","TestNotes","test_notes","",""
"Can change the completed status of a note between True/False","533","test_update_note_status","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestNotes","test_notes","",""
"Can edit note for authed user","219","test_update_note","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:34 GMT 2025","TestNotes","test_notes","",""
"Can not login with empty required fields","48","test_login_with_empty_credentials[password-Password must be between 6 and 30 characters]","tests","Fri Jul 11 17:56:34 GMT 2025","passed","Fri Jul 11 17:56:34 GMT 2025","TestUser","test_user","",""
"Can not login with wrong email or password","145","test_login_with_wrong_credentials[email]","tests","Fri Jul 11 17:56:35 GMT 2025","passed","Fri Jul 11 17:56:35 GMT 2025","TestUser","test_user","",""
"Can delete note by its ID for authed user","590","test_delete_note_by_id","tests","Fri Jul 11 17:56:32 GMT 2025","passed","Fri Jul 11 17:56:32 GMT 2025","TestNotes","test_notes","",""
"Unable to create user with name that is less than 4 symbols or greater than 30 symbols","200","test_create_user_with_too_short_or_long_name[qwertyuiopasdfghjklzxcvbnmqwerv]","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestUser","test_user","",""
"Unable to update note if any of the required fields are empty","79","test_edit_note_with_empty_required_field[title-Title must be between 4 and 100 characters]","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestNotes","test_notes","",""
"Unable to update note if any of the required fields are empty","125","test_edit_note_with_empty_required_field[description-Description must be between 4 and 1000 characters]","tests","Fri Jul 11 17:56:32 GMT 2025","passed","Fri Jul 11 17:56:32 GMT 2025","TestNotes","test_notes","",""
"Unable to create note if any of the required fields are empty","78","test_create_note_with_empty_required_field[title-Title must be between 4 and 100 characters]","tests","Fri Jul 11 17:56:30 GMT 2025","passed","Fri Jul 11 17:56:30 GMT 2025","TestNotes","test_notes","",""
"Unable to update user without filling required field","164","test_update_with_empty_required_field","tests","Fri Jul 11 17:56:37 GMT 2025","passed","Fri Jul 11 17:56:37 GMT 2025","TestUser","test_user","",""
"Can create a new note","186","test_create_new_note","tests","Fri Jul 11 17:56:29 GMT 2025","passed","Fri Jul 11 17:56:29 GMT 2025","TestNotes","test_notes","",""
"Can send the link to reset the password","170","test_send_password_reset_link","tests","Fri Jul 11 17:56:37 GMT 2025","passed","Fri Jul 11 17:56:37 GMT 2025","TestUser","test_user","",""
"Check for 500 internal server error for ""get user profile"" request","2","test_user_profile_returns_500","tests","Fri Jul 11 17:56:36 GMT 2025","passed","Fri Jul 11 17:56:36 GMT 2025","TestUser","test_user","",""
"Can not login with empty required fields","82","test_login_with_empty_credentials[email-A valid email address is required]","tests","Fri Jul 11 17:56:35 GMT 2025","passed","Fri Jul 11 17:56:35 GMT 2025","TestUser","test_user","",""
"Can not create user with password that is less than 6 symbols and greater than 30 symbols","44","test_create_user_with_too_short_or_long_password[1234567890123456789012345678900]","tests","Fri Jul 11 17:56:33 GMT 2025","passed","Fri Jul 11 17:56:33 GMT 2025","TestUser","test_user","",""
"Can logout user","326","test_logout_user","tests","Fri Jul 11 17:56:36 GMT 2025","passed","Fri Jul 11 17:56:36 GMT 2025","TestUser","test_user","",""
"Unauthorized user can not get a user info","43","test_get_user_info_without_auth_header","tests","Fri Jul 11 17:56:35 GMT 2025","passed","Fri Jul 11 17:56:35 GMT 2025","TestUser","test_user","",""
"Unable to create note with a title shorter than 4 symbols or longer than 100 symbols","83","test_create_note_with_too_short_or_long_title[long_title]","tests","Fri Jul 11 17:56:29 GMT 2025","passed","Fri Jul 11 17:56:29 GMT 2025","TestNotes","test_notes","",""
"Unable to create user if any of the required fields are empty","82","test_create_user_with_empty_required_field[name-User name must be between 4 and 30 characters]","tests","Fri Jul 11 17:56:34 GMT 2025","passed","Fri Jul 11 17:56:34 GMT 2025","TestUser","test_user","",""
